,line_id,order_id,order_date,order_timestamp,store_id,sku,quantity,product_style,product_category,product_size,product_list_price,line_total,parent_line_id,original_order_id,order_type,order_type_original
3855,1B0000094505,1B01062713,2019-05-11 00:00:00,2019-05-11 15:56:48,11,10966071,1,231229,22,10½,100.0,100.0,,1B01062713,1,1.0
3856,2F0000037779,2F01025796,2019-05-11 00:00:00,2019-05-11 16:24:22,25,11021900,1,238813,22,10½,130.0,130.0,,2F01025796,1,1.0
3857,2F0000037780,2F01025796,2019-05-11 00:00:00,2019-05-11 16:24:22,25,11059158,1,243957,22, 9,65.0,65.0,,2F01025796,1,1.0
3858,2I0000023829,2I01016596,2019-05-11 00:00:00,2019-05-11 17:07:11,28,11059760,1,244034,22,12,150.0,150.0,,2I01016596,1,
3859,3D0000050471,3D01038100,2019-05-11 00:00:00,2019-05-11 17:54:10,33,11060568,1,244122,22, 8½,60.0,60.0,,3D01038100,1,1.0
3860,3D0000050472,3D01038100,2019-05-11 00:00:00,2019-05-11 17:54:10,33,11068032,1,245159,22, 8½,78.0,78.0,,3D01038100,1,1.0
3861,3E0000058858,3E01039271,2019-05-11 00:00:00,2019-05-11 17:58:19,34,11072225,1,245750,22,10,148.0,148.0,,3E01039271,1,1.0
3862,2I0000023832,2I01016598,2019-05-11 00:00:00,2019-05-11 17:58:44,28,11059784,1,244036,22,11,150.0,150.0,,2I01016598,1,1.0
3863,2I0000023835,2I01016601,2019-05-11 00:00:00,2019-05-11 18:07:11,28,11067426,1,245046,22,12,120.0,120.0,,2I01016601,1,1.0
3864,2I0000023836,2I01016602,2019-05-11 00:00:00,2019-05-11 18:16:21,28,11059760,-1,244034,22,12,150.0,-150.0,2I0000023829,2I01016596,1,
3865,2I0000023838,2I01016604,2019-05-11 00:00:00,2019-05-11 18:23:12,28,11005373,1,236811,22, 9,158.0,158.0,,2I01016604,1,1.0
3866,2I0000023839,2I01016605,2019-05-11 00:00:00,2019-05-11 18:29:52,28,10967807,1,231508,22, 8½,85.0,85.0,,2I01016605,1,1.0
3867,3D0000050484,3D01038113,2019-05-11 00:00:00,2019-05-11 19:01:28,33,11064557,1,244641,22,12,140.0,140.0,,3D01038113,1,1.0
3868,3D0000050491,3D01038119,2019-05-11 00:00:00,2019-05-11 19:28:20,33,11066953,1,244989,22, 9½,95.0,95.0,,3D01038119,1,1.0
3869,2I0000023846,2I01016611,2019-05-11 00:00:00,2019-05-11 19:29:08,28,10874922,1,218149,22,10,100.0,100.0,,2I01016611,1,1.0
3870,3E0000058877,3E01039286,2019-05-11 00:00:00,2019-05-11 19:49:32,34,11073615,1,246025,22,11,158.0,158.0,,3E01039286,1,1.0
3871,3E0000058879,3E01039288,2019-05-11 00:00:00,2019-05-11 19:57:23,34,10605380,1,179372,22,12,130.0,130.0,,3E01039288,1,1.0
3872,3E0000058884,3E01039293,2019-05-11 00:00:00,2019-05-11 20:47:30,34,11067671,1,245077,22,11,140.0,140.0,,3E01039293,1,
3873,3E0000058885,3E01039293,2019-05-11 00:00:00,2019-05-11 20:47:30,34,10874924,1,218149,22,11,100.0,100.0,,3E01039293,1,
3874,2F0000037844,2F01025841,2019-05-12 00:00:00,2019-05-12 11:24:46,25,10849550,1,214317,22, 9,85.0,85.0,,2F01025841,1,1.0
3875,3E0000058894,3E01039302,2019-05-12 00:00:00,2019-05-12 12:17:04,34,10887492,1,220088,22,12,158.0,158.0,,3E01039302,1,1.0
3876,1B0000094597,1B01062775,2019-05-12 00:00:00,2019-05-12 12:36:24,11,11059215,1,243961,22, 9½,70.0,70.0,,1B01062775,1,1.0
3877,2I0000023865,2I01016625,2019-05-12 00:00:00,2019-05-12 13:14:29,28,11059910,1,244048,22, 9,140.0,140.0,,2I01016625,1,1.0
3878,2I0000023872,2I01016628,2019-05-12 00:00:00,2019-05-12 13:28:14,28,11059959,1,244060,22,10½,140.0,140.0,,2I01016628,1,1.0
3879,2I0000023873,2I01016629,2019-05-12 00:00:00,2019-05-12 13:43:31,28,10662828,1,187466,22, 9½,130.0,120.0,,2I01016629,1,1.0
3880,2I0000023874,2I01016629,2019-05-12 00:00:00,2019-05-12 13:43:31,28,11061943,1,244338,22, 9,165.0,155.0,,2I01016629,1,1.0
3881,2I0000023875,2I01016630,2019-05-12 00:00:00,2019-05-12 13:46:15,28,11059162,1,243957,22,11,65.0,65.0,,2I01016630,1,
3882,2I0000023876,2I01016630,2019-05-12 00:00:00,2019-05-12 13:46:15,28,10924845,1,225369,22,11,110.0,110.0,,2I01016630,1,
3883,2F0000037884,2F01025871,2019-05-12 00:00:00,2019-05-12 13:54:36,25,10835270,1,212476,22, 9½,140.0,140.0,,2F01025871,1,1.0
3884,2F0000037885,2F01025871,2019-05-12 00:00:00,2019-05-12 13:54:36,25,11067134,1,245009,22,10,100.0,100.0,,2F01025871,1,1.0
3885,2F0000037891,2F01025875,2019-05-12 00:00:00,2019-05-12 14:29:55,25,11023700,1,239074,22, 8½,150.0,150.0,,2F01025875,1,1.0
3886,2I0000023889,2I01016641,2019-05-12 00:00:00,2019-05-12 15:10:00,28,11036916,1,240829,22, 8½,140.0,140.0,,2I01016641,1,1.0
3887,3E0000058937,3E01039327,2019-05-12 00:00:00,2019-05-12 15:25:19,34,10976500,1,232769,22, 9,200.0,200.0,,3E01039327,1,1.0
3888,3E0000058941,3E01039330,2019-05-12 00:00:00,2019-05-12 15:42:03,34,11059046,1,243917,22,10½,95.0,95.0,,3E01039330,1,1.0
3889,3E0000058945,3E01039333,2019-05-12 00:00:00,2019-05-12 15:53:55,34,11047697,1,242464,22,10,150.0,150.0,,3E01039333,1,1.0
3890,2F0000037919,2F01025894,2019-05-12 00:00:00,2019-05-12 15:58:10,25,11037154,1,240868,22, 8½,170.0,170.0,,2F01025894,1,1.0
3891,2F0000037920,2F01025894,2019-05-12 00:00:00,2019-05-12 15:58:10,25,10942927,1,228006,22,11,220.0,220.0,,2F01025894,1,1.0
3892,2F0000037935,2F01025904,2019-05-12 00:00:00,2019-05-12 16:28:19,25,11057822,1,243731,22,12,90.0,90.0,,2F01025904,1,1.0
3893,3E0000058970,3E01039349,2019-05-12 00:00:00,2019-05-12 17:44:32,34,11005374,1,236811,22,10,158.0,158.0,,3E01039349,1,1.0
3894,0F0000148136,0F01099069,2019-05-13 00:00:00,2019-05-13 10:20:43,5,10552361,1,171834,22,10,130.0,130.0,,0F01099069,1,1.0
3895,AF0000083007,AF01055024,2019-05-13 00:00:00,2019-05-13 13:18:01,5,11072431,1,245772,22,12,325.0,325.0,,AF01055024,1,
3896,AF0000083008,AF01055024,2019-05-13 00:00:00,2019-05-13 13:18:01,5,11020850,1,238654,22,12,225.0,225.0,,AF01055024,1,
3897,AF0000083009,AF01055024,2019-05-13 00:00:00,2019-05-13 13:18:01,5,11059362,1,243986,22,11,298.0,298.0,,AF01055024,1,
3898,0F0000148173,0F01099094,2019-05-13 00:00:00,2019-05-13 13:36:51,5,11026802,1,239515,22,10,168.0,168.0,,0F01099094,1,1.0
3899,3E0000058997,3E01039369,2019-05-13 00:00:00,2019-05-13 14:39:07,34,10874924,-1,218149,22,11,100.0,-100.0,3E0000058885,3E01039293,1,
3900,3D0000050668,3D01038244,2019-05-13 00:00:00,2019-05-13 15:13:47,33,11021530,1,238751,22,10,150.0,150.0,,3D01038244,1,1.0
3901,3D0000050669,3D01038245,2019-05-13 00:00:00,2019-05-13 15:15:34,33,11059908,1,244048,22, 8,140.0,140.0,,3D01038245,1,1.0
3902,3D0000050673,3D01038248,2019-05-13 00:00:00,2019-05-13 15:51:40,33,11057824,1,243731,22,13,90.0,90.0,,3D01038248,1,1.0
3903,AF0000083073,AF01055074,2019-05-13 00:00:00,2019-05-13 16:44:00,5,11021526,1,238751,22, 8,150.0,150.0,,AF01055074,1,1.0
3904,3D0000050684,3D01038258,2019-05-13 00:00:00,2019-05-13 18:10:13,33,11014466,1,237759,22,11,45.0,45.0,,3D01038258,1,1.0
3905,3E0000059017,3E01039384,2019-05-13 00:00:00,2019-05-13 18:10:57,34,10887491,1,220088,22,11,158.0,158.0,,3E01039384,1,1.0
3906,2I0000023962,2I01016692,2019-05-13 00:00:00,2019-05-13 18:16:32,28,11021901,1,238813,22,11,130.0,130.0,,2I01016692,1,1.0
3907,2I0000023966,2I01016696,2019-05-13 00:00:00,2019-05-13 19:45:00,28,10954882,1,229860,22,13,158.0,158.0,,2I01016696,1,1.0
3908,2I0000023969,2I01016698,2019-05-13 00:00:00,2019-05-13 20:14:39,28,11042633,1,241728,22, 8,230.0,230.0,,2I01016698,1,1.0
3909,2I0000023977,2I01016700,2019-05-13 00:00:00,2019-05-13 20:21:44,28,10976189,1,232725,22,10,60.0,60.0,,2I01016700,1,1.0
3910,2I0000023978,2I01016701,2019-05-13 00:00:00,2019-05-13 20:31:23,28,10819825,1,210108,22, 8,65.0,65.0,,2I01016701,1,1.0
3911,2I0000023979,2I01016701,2019-05-13 00:00:00,2019-05-13 20:31:23,28,11042007,1,241655,22, 7,158.0,158.0,,2I01016701,1,1.0
3912,3E0000059031,3E01039395,2019-05-13 00:00:00,2019-05-13 20:37:11,34,11068276,1,245183,22, 9½,120.0,120.0,,3E01039395,1,1.0
3913,2I0000023980,2I01016702,2019-05-13 00:00:00,2019-05-13 20:57:10,28,11070133,1,245417,22,11,158.0,158.0,,2I01016702,1,1.0
3914,3E0000059036,3E01039399,2019-05-14 00:00:00,2019-05-14 10:57:09,34,11042635,1,241728,22,10,230.0,230.0,,3E01039399,1,1.0
3915,3D0000050696,3D01038268,2019-05-14 00:00:00,2019-05-14 11:57:35,33,11057818,1,243731,22,10,90.0,90.0,,3D01038268,1,1.0
3916,AF0000083149,AF01055128,2019-05-14 00:00:00,2019-05-14 13:00:34,5,10983366,1,233676,22, 7,350.0,320.0,,AF01055128,1,1.0
3917,3D0000050707,3D01038273,2019-05-14 00:00:00,2019-05-14 13:37:38,33,11022940,1,238982,22, 8,80.0,80.0,,3D01038273,1,1.0
3918,2F0000038096,2F01026009,2019-05-14 00:00:00,2019-05-14 13:57:12,25,11016428,-1,238094,22,10,55.0,-55.0,2F0000037486,2F01025608,1,
3919,1B0000094869,1B01062954,2019-05-14 00:00:00,2019-05-14 14:09:31,11,11049707,1,242730,22, 8,178.0,178.0,,1B01062954,1,1.0
3920,1B0000094870,1B01062954,2019-05-14 00:00:00,2019-05-14 14:09:31,11,11073087,1,245937,22, 8,298.0,298.0,,1B01062954,1,1.0
3921,3D0000050716,3D01038280,2019-05-14 00:00:00,2019-05-14 15:10:52,33,11057819,1,243731,22,10½,90.0,90.0,,3D01038280,1,1.0
3922,AF0000083168,AF01055144,2019-05-14 00:00:00,2019-05-14 15:13:42,5,11063843,1,244545,22, 9,150.0,150.0,,AF01055144,1,1.0
3923,2I0000023997,2I01016715,2019-05-14 00:00:00,2019-05-14 15:52:12,28,10874922,1,218149,22,10,100.0,95.0,,2I01016715,1,1.0
3924,AF0000083180,AF01055152,2019-05-14 00:00:00,2019-05-14 15:58:19,5,11072003,1,245704,22,13,128.0,128.0,,AF01055152,1,1.0
3925,AF0000083187,AF01055158,2019-05-14 00:00:00,2019-05-14 16:32:07,5,11026782,1,239511,22,10,158.0,158.0,,AF01055158,1,1.0
3926,1B0000094938,1B01063000,2019-05-14 00:00:00,2019-05-14 18:22:31,11,11059342,1,243983,22,10,140.0,140.0,,1B01063000,1,1.0
3927,3D0000050733,3D01038293,2019-05-14 00:00:00,2019-05-14 20:05:06,33,11067315,1,245030,22,11,90.0,90.0,,3D01038293,1,1.0
3928,3D0000050734,3D01038294,2019-05-14 00:00:00,2019-05-14 20:16:31,33,11021807,1,238806,22, 9½,170.0,149.98,,3D01038294,1,1.0
3929,3D0000050737,3D01038295,2019-05-14 00:00:00,2019-05-14 20:42:27,33,10967814,1,231508,22,12,85.0,85.0,,3D01038295,1,1.0
3930,2I0000024019,2I01016731,2019-05-15 00:00:00,2019-05-15 11:40:46,28,11056364,1,243559,22, 9,168.0,168.0,,2I01016731,1,
3931,3E0000059134,3E01039461,2019-05-15 00:00:00,2019-05-15 12:11:57,34,11057824,1,243731,22,13,90.0,90.0,,3E01039461,1,1.0
3932,AF0000083320,AF01055248,2019-05-15 00:00:00,2019-05-15 13:02:54,5,11057990,1,243746,22, 9,120.0,120.0,,AF01055248,1,1.0
3933,2F0000038166,2F01026058,2019-05-15 00:00:00,2019-05-15 13:26:20,25,11056316,1,243552,22, 8,45.0,45.0,,2F01026058,1,1.0
3934,AF0000083322,AF01055250,2019-05-15 00:00:00,2019-05-15 13:31:59,5,11067996,1,245155,22,10½,78.0,78.0,,AF01055250,1,1.0
3935,0F0000148364,0F01099228,2019-05-15 00:00:00,2019-05-15 13:47:57,5,10997463,1,235643,22,10,195.0,195.0,,0F01099228,1,
3936,3E0000059158,3E01039477,2019-05-15 00:00:00,2019-05-15 14:23:06,34,11026763,1,239506,22, 8,158.0,158.0,,3E01039477,1,1.0
3937,1B0000095031,1B01063064,2019-05-15 00:00:00,2019-05-15 14:52:38,11,11068746,1,245230,22, 8½,110.0,110.0,,1B01063064,1,1.0
3938,1B0000095032,1B01063065,2019-05-15 00:00:00,2019-05-15 14:54:20,11,11067665,1,245077,22, 8,140.0,140.0,,1B01063065,1,
3939,1B0000095033,1B01063065,2019-05-15 00:00:00,2019-05-15 14:54:20,11,11069498,1,245315,22, 7,130.0,130.0,,1B01063065,1,
3940,3D0000050755,3D01038311,2019-05-15 00:00:00,2019-05-15 15:01:19,33,11014465,1,237759,22,10,45.0,45.0,,3D01038311,1,1.0
3941,2F0000038195,2F01026079,2019-05-15 00:00:00,2019-05-15 18:07:21,25,10855565,1,215487,22,11,195.0,195.0,,2F01026079,1,1.0
3942,1B0000095103,1B01063108,2019-05-15 00:00:00,2019-05-15 18:15:30,11,10895403,1,221060,22, 8½,75.0,75.0,,1B01063108,1,1.0
3943,0F0000148428,0F01099274,2019-05-15 00:00:00,2019-05-15 19:05:00,5,11059897,1,244047,22, 9,140.0,140.0,,0F01099274,1,
3944,2F0000038203,2F01026085,2019-05-15 00:00:00,2019-05-15 19:05:59,25,11073413,1,246004,22,10,148.0,148.0,,2F01026085,1,1.0
3945,3E0000059186,3E01039497,2019-05-15 00:00:00,2019-05-15 19:09:06,34,11064826,1,244690,22, 7,195.0,195.0,,3E01039497,1,
3946,AF0000083399,AF01055301,2019-05-15 00:00:00,2019-05-15 19:29:11,5,11067054,1,244998,22, 9,50.0,50.0,,AF01055301,1,1.0
3947,3D0000050778,3D01038331,2019-05-15 00:00:00,2019-05-15 19:32:14,33,11067265,1,245025,22,12,75.0,75.0,,3D01038331,1,
3948,AF0000083409,AF01055304,2019-05-15 00:00:00,2019-05-15 19:43:55,5,11057693,1,243716,22,10,195.0,195.0,,AF01055304,1,1.0
3949,AF0000083410,AF01055304,2019-05-15 00:00:00,2019-05-15 19:43:55,5,11067995,1,245155,22,10,78.0,78.0,,AF01055304,1,1.0
3950,3D0000050780,3D01038334,2019-05-15 00:00:00,2019-05-15 19:48:14,33,11067788,1,245100,22, 9,90.0,90.0,,3D01038334,1,1.0
3951,KF0000003127,KF01002157,2019-05-15 00:00:00,2019-05-15 20:05:17,5,10875765,1,218247,22,10,115.0,115.0,,KF01002157,1,1.0
3952,KF0000003128,KF01002157,2019-05-15 00:00:00,2019-05-15 20:05:17,5,11072195,1,245746,22,10,98.0,98.0,,KF01002157,1,1.0
3953,2F0000038211,2F01026092,2019-05-15 00:00:00,2019-05-15 20:11:28,25,11027141,1,239569,22,11,168.0,168.0,,2F01026092,1,1.0
3954,3D0000050784,3D01038338,2019-05-15 00:00:00,2019-05-15 20:43:41,33,10924314,1,225274,22,11,140.0,140.0,,3D01038338,1,1.0
3955,1B0000095135,1B01063131,2019-05-15 00:00:00,2019-05-15 20:43:52,11,11020793,1,238647,22,11,78.0,78.0,,1B01063131,1,1.0
3956,AF0000083426,AF01055313,2019-05-16 00:00:00,2019-05-16 10:47:56,5,11068251,1,245181,22,10,120.0,120.0,,AF01055313,1,1.0
3957,2F0000038230,2F01026105,2019-05-16 00:00:00,2019-05-16 11:08:34,25,10939279,1,227519,22, 9,90.0,90.0,,2F01026105,1,1.0
3958,2F0000038231,2F01026105,2019-05-16 00:00:00,2019-05-16 11:08:34,25,10939300,1,227520,22, 9,90.0,90.0,,2F01026105,1,1.0
3959,0F0000148470,0F01099302,2019-05-16 00:00:00,2019-05-16 11:24:55,5,10974580,1,232547,22, 8½,150.0,150.0,,0F01099302,1,1.0
3960,1B0000095160,1B01063142,2019-05-16 00:00:00,2019-05-16 11:32:59,11,11069504,1,245315,22,13,130.0,130.0,,1B01063142,1,1.0
3961,2F0000038237,2F01026109,2019-05-16 00:00:00,2019-05-16 11:34:10,25,10924844,1,225369,22,10½,110.0,110.0,,2F01026109,1,1.0
3962,2F0000038238,2F01026109,2019-05-16 00:00:00,2019-05-16 11:34:10,25,11066017,1,244893,22, 9,55.0,55.0,,2F01026109,1,1.0
3963,2F0000038252,2F01026117,2019-05-16 00:00:00,2019-05-16 12:35:50,25,11057708,1,243718,22, 9,195.0,195.0,,2F01026117,1,1.0
3964,2F0000038254,2F01026119,2019-05-16 00:00:00,2019-05-16 13:32:50,25,10942924,1,228006,22, 9½,220.0,220.0,,2F01026119,1,1.0
3965,3E0000059230,3E01039521,2019-05-16 00:00:00,2019-05-16 13:41:35,34,11066016,1,244893,22, 8,55.0,55.0,,3E01039521,1,1.0
3966,0F0000148522,0F01099336,2019-05-16 00:00:00,2019-05-16 15:13:37,5,11059897,-1,244047,22, 9,140.0,-140.0,0F0000148428,0F01099274,3,
3967,0F0000148523,0F01099336,2019-05-16 00:00:00,2019-05-16 15:13:37,5,11059899,1,244047,22,10,140.0,140.0,,0F01099336,3,1.0
3968,2F0000038267,2F01026131,2019-05-16 00:00:00,2019-05-16 15:22:32,25,11037132,1,240866,22,10½,170.0,170.0,,2F01026131,1,
3969,BB0000033531,BB01021607,2019-05-16 00:00:00,2019-05-16 15:30:09,11,11067665,-1,245077,22, 8,140.0,-140.0,1B0000095032,1B01063065,1,
3970,3E0000059248,3E01039534,2019-05-16 00:00:00,2019-05-16 15:41:59,34,11042816,1,241750,22,10,160.0,111.98,,3E01039534,1,1.0
3971,1B0000095252,1B01063200,2019-05-16 00:00:00,2019-05-16 17:28:18,11,10996557,1,235468,22, 9,90.0,90.0,,1B01063200,1,1.0
3972,3E0000059266,3E01039545,2019-05-16 00:00:00,2019-05-16 17:44:01,34,11059909,1,244048,22, 8½,140.0,140.0,,3E01039545,1,1.0
3973,3E0000059282,3E01039557,2019-05-16 00:00:00,2019-05-16 19:57:30,34,11027108,1,239561,22, 8,128.0,128.0,,3E01039557,1,1.0
3975,3D0000050841,3D01038379,2019-05-16 00:00:00,2019-05-16 21:01:05,33,11070111,1,245414,22,10,158.0,158.0,,3D01038379,1,1.0
3976,3D0000050843,3D01038379,2019-05-16 00:00:00,2019-05-16 21:01:05,33,11057914,1,243740,22,10,120.0,120.0,,3D01038379,1,1.0
3977,1B0000095349,1B01063258,2019-05-17 00:00:00,2019-05-17 11:02:53,11,10976189,1,232725,22,10,60.0,60.0,,1B01063258,1,1.0
3978,2I0000024109,2I01016793,2019-05-17 00:00:00,2019-05-17 11:17:09,28,10974594,1,232548,22, 9,150.0,150.0,,2I01016793,1,1.0
3979,2I0000024111,2I01016795,2019-05-17 00:00:00,2019-05-17 11:30:03,28,11067984,1,245154,22,11,78.0,78.0,,2I01016795,1,1.0
3980,KF0000003154,KF01002176,2019-05-17 00:00:00,2019-05-17 12:01:36,5,11073651,1,246027,22,12,198.0,198.0,,KF01002176,1,1.0
3981,2F0000038354,2F01026188,2019-05-17 00:00:00,2019-05-17 13:44:56,25,11005373,1,236811,22, 9,158.0,158.0,,2F01026188,1,1.0
3982,AF0000083705,AF01055503,2019-05-17 00:00:00,2019-05-17 14:04:14,5,11021295,1,238707,22, 8,200.0,200.0,,AF01055503,1,1.0
3983,AF0000083706,AF01055503,2019-05-17 00:00:00,2019-05-17 14:04:14,5,11060593,1,244124,22, 8,120.0,120.0,,AF01055503,1,1.0
3984,3D0000050871,3D01038409,2019-05-17 00:00:00,2019-05-17 16:31:54,33,10939279,1,227519,22, 9,90.0,90.0,,3D01038409,1,1.0
3985,3D0000050872,3D01038409,2019-05-17 00:00:00,2019-05-17 16:31:54,33,11026474,1,239452,22, 9,115.0,115.0,,3D01038409,1,1.0
3986,3D0000050882,3D01038417,2019-05-17 00:00:00,2019-05-17 17:15:55,33,11067054,1,244998,22, 9,50.0,50.0,,3D01038417,1,1.0
3987,0F0000148704,0F01099449,2019-05-17 00:00:00,2019-05-17 17:25:12,5,10997463,-1,235643,22,10,195.0,-195.0,0F0000148364,0F01099228,1,
3988,3D0000050885,3D01038419,2019-05-17 00:00:00,2019-05-17 17:37:48,33,10760511,1,201581,22,10½,65.0,65.0,,3D01038419,1,1.0
3989,0F0000148718,0F01099459,2019-05-17 00:00:00,2019-05-17 18:29:16,5,11072639,1,245905,22, 9,298.0,298.0,,0F01099459,1,1.0
3990,3E0000059369,3E01039626,2019-05-17 00:00:00,2019-05-17 18:33:17,34,11021845,1,238809,22, 9,170.0,170.0,,3E01039626,1,1.0
3991,KF0000003226,KF01002225,2019-05-17 00:00:00,2019-05-17 18:45:40,5,11016373,1,238090,22, 8½,145.0,145.0,,KF01002225,1,1.0
3992,AF0000083849,AF01055592,2019-05-17 00:00:00,2019-05-17 18:55:57,5,11014464,1,237759,22, 9,45.0,45.0,,AF01055592,1,1.0
3993,3E0000059373,3E01039629,2019-05-17 00:00:00,2019-05-17 19:02:27,34,11016413,1,238093,22, 9,55.0,55.0,,3E01039629,1,1.0
3995,AF0000083857,AF01055596,2019-05-17 00:00:00,2019-05-17 19:06:59,5,10767389,1,202529,22,12,65.0,65.0,,AF01055596,1,1.0
3996,0F0000148751,0F01099474,2019-05-17 00:00:00,2019-05-17 20:02:01,5,11056317,1,243552,22, 9,45.0,45.0,,0F01099474,1,1.0
3997,0F0000148752,0F01099474,2019-05-17 00:00:00,2019-05-17 20:02:01,5,11071236,1,245586,22, 9,298.0,298.0,,0F01099474,1,1.0
3998,1B0000095524,1B01063385,2019-05-17 00:00:00,2019-05-17 20:18:52,11,11066017,1,244893,22, 9,55.0,55.0,,1B01063385,1,1.0
3999,AF0000083887,AF01055620,2019-05-17 00:00:00,2019-05-17 20:30:00,5,10767385,1,202529,22,10,65.0,65.0,,AF01055620,1,1.0
4000,3E0000059397,3E01039647,2019-05-18 00:00:00,2019-05-18 10:02:10,34,11073422,1,246006,22,11,148.0,148.0,,3E01039647,1,1.0
4001,2I0000024192,2I01016850,2019-05-18 00:00:00,2019-05-18 11:22:37,28,11067276,1,245026,22,11,75.0,75.0,,2I01016850,1,1.0
4002,2I0000024196,2I01016852,2019-05-18 00:00:00,2019-05-18 11:52:35,28,11073613,1,246025,22, 9,158.0,158.0,,2I01016852,1,
4003,KF0000003276,KF01002257,2019-05-18 00:00:00,2019-05-18 11:56:54,5,11058093,1,243754,22,10,45.0,45.0,,KF01002257,1,1.0
4004,KF0000003278,KF01002259,2019-05-18 00:00:00,2019-05-18 11:59:03,5,11067670,1,245077,22,10½,140.0,140.0,,KF01002259,1,1.0
4005,AF0000083984,AF01055687,2019-05-18 00:00:00,2019-05-18 12:52:37,5,11049662,1,242722,22, 9,158.0,158.0,,AF01055687,1,1.0
4006,2F0000038463,2F01026262,2019-05-18 00:00:00,2019-05-18 13:39:33,25,10959866,1,230475,22,10,185.0,159.98,,2F01026262,1,1.0
4007,2I0000024211,2I01016862,2019-05-18 00:00:00,2019-05-18 13:42:25,28,10924843,1,225369,22,10,110.0,110.0,,2I01016862,1,1.0
4008,KF0000003338,KF01002299,2019-05-18 00:00:00,2019-05-18 14:11:33,5,11060795,1,244131,22,10½,180.0,180.0,,KF01002299,1,1.0
4009,AF0000084029,AF01055715,2019-05-18 00:00:00,2019-05-18 14:18:48,5,11039795,1,241246,22, 8½,125.0,125.0,,AF01055715,1,1.0
4010,2F0000038482,2F01026276,2019-05-18 00:00:00,2019-05-18 15:01:45,25,11037158,1,240868,22,10½,170.0,170.0,,2F01026276,1,
4011,KF0000003375,KF01002324,2019-05-18 00:00:00,2019-05-18 15:15:04,5,11064544,1,244640,22,12,120.0,120.0,,KF01002324,1,1.0
4012,AF0000084071,AF01055743,2019-05-18 00:00:00,2019-05-18 15:20:15,5,11021847,1,238809,22,10,170.0,170.0,,AF01055743,1,1.0
4013,0F0000148883,0F01099554,2019-05-18 00:00:00,2019-05-18 15:43:42,5,11076489,1,246317,22,11,260.0,260.0,,0F01099554,1,1.0
4014,2F0000038496,2F01026286,2019-05-18 00:00:00,2019-05-18 15:54:49,25,11027023,1,239558,22, 8,128.0,128.0,,2F01026286,1,1.0
4015,2I0000024234,2I01016883,2019-05-18 00:00:00,2019-05-18 16:05:24,28,11014860,1,237806,22, 9,255.0,255.0,,2I01016883,1,1.0
4016,3E0000059518,3E01039712,2019-05-18 00:00:00,2019-05-18 16:11:34,34,11072574,1,245871,22, 8,138.0,138.0,,3E01039712,1,1.0
4017,0F0000148933,0F01099583,2019-05-18 00:00:00,2019-05-18 17:12:24,5,11067649,1,245076,22,13,130.0,130.0,,0F01099583,1,1.0
4018,3D0000050979,3D01038489,2019-05-18 00:00:00,2019-05-18 17:20:22,33,10810495,1,208956,22, 9½,150.0,150.0,,3D01038489,1,1.0
4019,2I0000024254,2I01016897,2019-05-18 00:00:00,2019-05-18 17:54:38,28,11064516,1,244638,22,11,120.0,120.0,,2I01016897,1,1.0
4020,2F0000038523,2F01026302,2019-05-18 00:00:00,2019-05-18 17:54:57,25,11067655,1,245078,22, 9½,140.0,140.0,,2F01026302,1,1.0
4021,2I0000024258,2I01016899,2019-05-18 00:00:00,2019-05-18 17:58:36,28,11059075,1,243919,22,12,110.0,110.0,,2I01016899,1,1.0
4022,2F0000038530,2F01026305,2019-05-18 00:00:00,2019-05-18 18:04:18,25,11059900,1,244047,22,10½,140.0,140.0,,2F01026305,1,1.0
4023,3D0000051021,3D01038514,2019-05-18 00:00:00,2019-05-18 20:48:09,33,11059897,1,244047,22, 9,140.0,140.0,,3D01038514,1,1.0
4024,3E0000059569,3E01039748,2019-05-19 00:00:00,2019-05-19 11:20:48,34,11021899,1,238813,22,10,130.0,130.0,,3E01039748,1,1.0
4025,2I0000024273,2I01016914,2019-05-19 00:00:00,2019-05-19 11:23:32,28,11073613,-1,246025,22, 9,158.0,-158.0,2I0000024196,2I01016852,1,
4026,AF0000084155,AF01055802,2019-05-19 00:00:00,2019-05-19 11:59:23,5,11068654,1,245222,22, 7,225.0,225.0,,AF01055802,1,1.0
4027,2I0000024278,2I01016918,2019-05-19 00:00:00,2019-05-19 12:37:13,28,10819831,1,210108,22,11,65.0,65.0,,2I01016918,1,1.0
4028,2F0000038551,2F01026323,2019-05-19 00:00:00,2019-05-19 13:10:27,25,11071992,1,245706,22,10,110.0,110.0,,2F01026323,1,1.0
4029,AF0000084238,AF01055846,2019-05-19 00:00:00,2019-05-19 13:58:17,5,11073569,1,246019,22,10,158.0,158.0,,AF01055846,1,1.0
4030,KF0000003464,KF01002389,2019-05-19 00:00:00,2019-05-19 14:00:12,5,11059770,1,244035,22,10½,150.0,150.0,,KF01002389,1,1.0
4031,3E0000059606,3E01039773,2019-05-19 00:00:00,2019-05-19 14:30:26,34,11068761,1,245231,22,11,110.0,110.0,,3E01039773,1,
4032,3E0000059607,3E01039773,2019-05-19 00:00:00,2019-05-19 14:30:26,34,11060796,1,244131,22,11,180.0,180.0,,3E01039773,1,
4033,2F0000038562,2F01026330,2019-05-19 00:00:00,2019-05-19 14:46:26,25,11059171,1,243958,22, 9,65.0,65.0,,2F01026330,1,1.0
